datetime,block,units,day_type,hour
2025-03-02 23:00:00,Block_A,20.78,Weekend,23
2025-03-03 00:00:00,Block_A,21.27,Weekday,0
2025-03-03 01:00:00,Block_A,21.55,Weekday,1
2025-03-03 02:00:00,Block_A,24.58,Weekday,2
2025-03-03 03:00:00,Block_A,19.48,Weekday,3
2025-03-03 04:00:00,Block_A,20.64,Weekday,4
2025-03-03 05:00:00,Block_A,20.36,Weekday,5
2025-03-03 06:00:00,Block_A,26.41,Weekday,6
2025-03-03 07:00:00,Block_A,26.82,Weekday,7
2025-03-03 08:00:00,Block_A,24.61,Weekday,8
2025-03-03 09:00:00,Block_A,24.08,Weekday,9
2025-03-03 10:00:00,Block_A,24.87,Weekday,10
2025-03-03 11:00:00,Block_A,24.05,Weekday,11
2025-03-03 12:00:00,Block_A,24.86,Weekday,12
2025-03-03 13:00:00,Block_A,24.14,Weekday,13
2025-03-03 14:00:00,Block_A,22.43,Weekday,14
2025-03-03 15:00:00,Block_A,23.89,Weekday,15
2025-03-03 16:00:00,Block_A,24.47,Weekday,16
2025-03-03 17:00:00,Block_A,24.21,Weekday,17
2025-03-03 18:00:00,Block_A,31.23,Weekday,18
2025-03-03 19:00:00,Block_A,28.96,Weekday,19
2025-03-03 20:00:00,Block_A,33.49,Weekday,20
2025-03-03 21:00:00,Block_A,35.11,Weekday,21
2025-03-03 22:00:00,Block_A,32.63,Weekday,22
2025-03-03 23:00:00,Block_A,23.16,Weekday,23
2025-03-04 00:00:00,Block_A,22.24,Weekday,0
2025-03-04 01:00:00,Block_A,21.86,Weekday,1
2025-03-04 02:00:00,Block_A,21.95,Weekday,2
2025-03-04 03:00:00,Block_A,22.64,Weekday,3
2025-03-04 04:00:00,Block_A,22.37,Weekday,4
2025-03-04 05:00:00,Block_A,21.62,Weekday,5
2025-03-04 06:00:00,Block_A,24.77,Weekday,6
2025-03-04 07:00:00,Block_A,26.77,Weekday,7
2025-03-04 08:00:00,Block_A,30.57,Weekday,8
2025-03-04 09:00:00,Block_A,30.23,Weekday,9
2025-03-04 10:00:00,Block_A,26.91,Weekday,10
2025-03-04 11:00:00,Block_A,23.13,Weekday,11
2025-03-04 12:00:00,Block_A,20.91,Weekday,12
2025-03-04 13:00:00,Block_A,20.98,Weekday,13
2025-03-04 14:00:00,Block_A,21.17,Weekday,14
2025-03-04 15:00:00,Block_A,22.81,Weekday,15
2025-03-04 16:00:00,Block_A,23.72,Weekday,16
2025-03-04 17:00:00,Block_A,21.1,Weekday,17
2025-03-04 18:00:00,Block_A,31.31,Weekday,18
2025-03-04 19:00:00,Block_A,32.51,Weekday,19
2025-03-04 20:00:00,Block_A,33.88,Weekday,20
2025-03-04 21:00:00,Block_A,34.45,Weekday,21
2025-03-04 22:00:00,Block_A,27.42,Weekday,22
2025-03-04 23:00:00,Block_A,23.78,Weekday,23
2025-03-05 00:00:00,Block_A,22.28,Weekday,0
2025-03-05 01:00:00,Block_A,21.61,Weekday,1
2025-03-05 02:00:00,Block_A,24.6,Weekday,2
2025-03-05 03:00:00,Block_A,22.79,Weekday,3
2025-03-05 04:00:00,Block_A,22.23,Weekday,4
2025-03-05 05:00:00,Block_A,24.1,Weekday,5
2025-03-05 06:00:00,Block_A,25.87,Weekday,6
2025-03-05 07:00:00,Block_A,25.17,Weekday,7
2025-03-05 08:00:00,Block_A,26.61,Weekday,8
2025-03-05 09:00:00,Block_A,29.4,Weekday,9
2025-03-05 10:00:00,Block_A,25.34,Weekday,10
2025-03-05 11:00:00,Block_A,22.33,Weekday,11
2025-03-05 12:00:00,Block_A,22.86,Weekday,12
2025-03-05 13:00:00,Block_A,24.49,Weekday,13
2025-03-05 14:00:00,Block_A,22.58,Weekday,14
2025-03-05 15:00:00,Block_A,23.8,Weekday,15
2025-03-05 16:00:00,Block_A,21.56,Weekday,16
2025-03-05 17:00:00,Block_A,22.01,Weekday,17
2025-03-05 18:00:00,Block_A,30.31,Weekday,18
2025-03-05 19:00:00,Block_A,33.72,Weekday,19
2025-03-05 20:00:00,Block_A,35.24,Weekday,20
2025-03-05 21:00:00,Block_A,33.11,Weekday,21
2025-03-05 22:00:00,Block_A,32.67,Weekday,22
2025-03-05 23:00:00,Block_A,23.22,Weekday,23
2025-03-06 00:00:00,Block_A,22.86,Weekday,0
2025-03-06 01:00:00,Block_A,24.25,Weekday,1
2025-03-06 02:00:00,Block_A,20.3,Weekday,2
2025-03-06 03:00:00,Block_A,23.18,Weekday,3
2025-03-06 04:00:00,Block_A,23.18,Weekday,4
2025-03-06 05:00:00,Block_A,22.02,Weekday,5
2025-03-06 06:00:00,Block_A,29.33,Weekday,6
2025-03-06 07:00:00,Block_A,24.6,Weekday,7
2025-03-06 08:00:00,Block_A,29.61,Weekday,8
2025-03-06 09:00:00,Block_A,26.01,Weekday,9
2025-03-06 10:00:00,Block_A,30.36,Weekday,10
2025-03-06 11:00:00,Block_A,19.88,Weekday,11
2025-03-06 12:00:00,Block_A,22.5,Weekday,12
2025-03-06 13:00:00,Block_A,21.68,Weekday,13
2025-03-06 14:00:00,Block_A,22.82,Weekday,14
2025-03-06 15:00:00,Block_A,23.38,Weekday,15
2025-03-06 16:00:00,Block_A,23.83,Weekday,16
2025-03-06 17:00:00,Block_A,21.39,Weekday,17
2025-03-06 18:00:00,Block_A,30.25,Weekday,18
2025-03-06 19:00:00,Block_A,32.01,Weekday,19
2025-03-06 20:00:00,Block_A,33.41,Weekday,20
2025-03-06 21:00:00,Block_A,35.68,Weekday,21
2025-03-06 22:00:00,Block_A,30.72,Weekday,22
2025-03-06 23:00:00,Block_A,22.16,Weekday,23
2025-03-07 00:00:00,Block_A,21.82,Weekday,0
2025-03-07 01:00:00,Block_A,22.19,Weekday,1
2025-03-07 02:00:00,Block_A,22.56,Weekday,2
2025-03-07 03:00:00,Block_A,20.7,Weekday,3
2025-03-07 04:00:00,Block_A,22.93,Weekday,4
2025-03-07 05:00:00,Block_A,22.38,Weekday,5
2025-03-07 06:00:00,Block_A,29.17,Weekday,6
2025-03-07 07:00:00,Block_A,25.8,Weekday,7
2025-03-07 08:00:00,Block_A,27.29,Weekday,8
2025-03-07 09:00:00,Block_A,30.31,Weekday,9
2025-03-07 10:00:00,Block_A,25.84,Weekday,10
2025-03-07 11:00:00,Block_A,24.64,Weekday,11
2025-03-07 12:00:00,Block_A,21.83,Weekday,12
2025-03-07 13:00:00,Block_A,23.74,Weekday,13
2025-03-07 14:00:00,Block_A,24.2,Weekday,14
2025-03-07 15:00:00,Block_A,21.69,Weekday,15
2025-03-07 16:00:00,Block_A,22.26,Weekday,16
2025-03-07 17:00:00,Block_A,22.87,Weekday,17
2025-03-07 18:00:00,Block_A,29.12,Weekday,18
2025-03-07 19:00:00,Block_A,27.56,Weekday,19
2025-03-07 20:00:00,Block_A,27.79,Weekday,20
2025-03-07 21:00:00,Block_A,33.54,Weekday,21
2025-03-07 22:00:00,Block_A,34.44,Weekday,22
2025-03-07 23:00:00,Block_A,22.33,Weekday,23
2025-03-08 00:00:00,Block_A,25.32,Weekend,0
2025-03-08 01:00:00,Block_A,21.76,Weekend,1
2025-03-08 02:00:00,Block_A,22.19,Weekend,2
2025-03-08 03:00:00,Block_A,21.93,Weekend,3
2025-03-08 04:00:00,Block_A,21.85,Weekend,4
2025-03-08 05:00:00,Block_A,23.16,Weekend,5
2025-03-08 06:00:00,Block_A,24.24,Weekend,6
2025-03-08 07:00:00,Block_A,27.86,Weekend,7
2025-03-08 08:00:00,Block_A,28.36,Weekend,8
2025-03-08 09:00:00,Block_A,27.4,Weekend,9
2025-03-08 10:00:00,Block_A,26.62,Weekend,10
2025-03-08 11:00:00,Block_A,22.8,Weekend,11
2025-03-08 12:00:00,Block_A,21.13,Weekend,12
2025-03-08 13:00:00,Block_A,20.68,Weekend,13
2025-03-08 14:00:00,Block_A,21.36,Weekend,14
2025-03-08 15:00:00,Block_A,21.06,Weekend,15
2025-03-08 16:00:00,Block_A,22.92,Weekend,16
2025-03-08 17:00:00,Block_A,21.26,Weekend,17
2025-03-08 18:00:00,Block_A,33.49,Weekend,18
2025-03-08 19:00:00,Block_A,33.57,Weekend,19
2025-03-08 20:00:00,Block_A,31.73,Weekend,20
2025-03-08 21:00:00,Block_A,28.31,Weekend,21
2025-03-08 22:00:00,Block_A,30.81,Weekend,22
2025-03-08 23:00:00,Block_A,24.22,Weekend,23
2025-03-09 00:00:00,Block_A,21.94,Weekend,0
2025-03-09 01:00:00,Block_A,23.66,Weekend,1
2025-03-09 02:00:00,Block_A,24.59,Weekend,2
2025-03-09 03:00:00,Block_A,22.3,Weekend,3
2025-03-09 04:00:00,Block_A,23.7,Weekend,4
2025-03-09 05:00:00,Block_A,24.25,Weekend,5
2025-03-09 06:00:00,Block_A,29.41,Weekend,6
2025-03-09 07:00:00,Block_A,30.0,Weekend,7
2025-03-09 08:00:00,Block_A,26.14,Weekend,8
2025-03-09 09:00:00,Block_A,29.89,Weekend,9
2025-03-09 10:00:00,Block_A,27.2,Weekend,10
2025-03-09 11:00:00,Block_A,21.46,Weekend,11
2025-03-09 12:00:00,Block_A,21.52,Weekend,12
2025-03-09 13:00:00,Block_A,22.51,Weekend,13
2025-03-09 14:00:00,Block_A,22.86,Weekend,14
2025-03-09 15:00:00,Block_A,21.41,Weekend,15
2025-03-09 16:00:00,Block_A,26.26,Weekend,16
2025-03-09 17:00:00,Block_A,22.27,Weekend,17
2025-03-09 18:00:00,Block_A,31.78,Weekend,18
2025-03-09 19:00:00,Block_A,31.36,Weekend,19
2025-03-09 20:00:00,Block_A,30.24,Weekend,20
2025-03-09 21:00:00,Block_A,27.96,Weekend,21
2025-03-09 22:00:00,Block_A,28.87,Weekend,22
2025-03-09 23:00:00,Block_A,24.89,Weekend,23
2025-03-10 00:00:00,Block_A,22.41,Weekday,0
2025-03-10 01:00:00,Block_A,22.93,Weekday,1
2025-03-10 02:00:00,Block_A,22.84,Weekday,2
2025-03-10 03:00:00,Block_A,23.66,Weekday,3
2025-03-10 04:00:00,Block_A,23.32,Weekday,4
2025-03-10 05:00:00,Block_A,20.69,Weekday,5
2025-03-10 06:00:00,Block_A,29.73,Weekday,6
2025-03-10 07:00:00,Block_A,26.18,Weekday,7
2025-03-10 08:00:00,Block_A,29.02,Weekday,8
2025-03-10 09:00:00,Block_A,26.48,Weekday,9
2025-03-10 10:00:00,Block_A,28.09,Weekday,10
2025-03-10 11:00:00,Block_A,22.51,Weekday,11
2025-03-10 12:00:00,Block_A,21.27,Weekday,12
2025-03-10 13:00:00,Block_A,23.07,Weekday,13
2025-03-10 14:00:00,Block_A,21.88,Weekday,14
2025-03-10 15:00:00,Block_A,23.11,Weekday,15
2025-03-10 16:00:00,Block_A,22.71,Weekday,16
2025-03-10 17:00:00,Block_A,21.08,Weekday,17
2025-03-10 18:00:00,Block_A,30.47,Weekday,18
2025-03-10 19:00:00,Block_A,33.34,Weekday,19
2025-03-10 20:00:00,Block_A,27.02,Weekday,20
2025-03-10 21:00:00,Block_A,34.3,Weekday,21
2025-03-10 22:00:00,Block_A,32.33,Weekday,22
2025-03-10 23:00:00,Block_A,21.31,Weekday,23
2025-03-11 00:00:00,Block_A,25.04,Weekday,0
2025-03-11 01:00:00,Block_A,23.23,Weekday,1
2025-03-11 02:00:00,Block_A,23.54,Weekday,2
2025-03-11 03:00:00,Block_A,20.72,Weekday,3
2025-03-11 04:00:00,Block_A,24.39,Weekday,4
2025-03-11 05:00:00,Block_A,22.73,Weekday,5
2025-03-11 06:00:00,Block_A,26.67,Weekday,6
2025-03-11 07:00:00,Block_A,29.15,Weekday,7
2025-03-11 08:00:00,Block_A,24.15,Weekday,8
2025-03-11 09:00:00,Block_A,25.07,Weekday,9
2025-03-11 10:00:00,Block_A,24.15,Weekday,10
2025-03-11 11:00:00,Block_A,20.69,Weekday,11
2025-03-11 12:00:00,Block_A,22.7,Weekday,12
2025-03-11 13:00:00,Block_A,22.37,Weekday,13
2025-03-11 14:00:00,Block_A,22.79,Weekday,14
2025-03-11 15:00:00,Block_A,22.43,Weekday,15
2025-03-11 16:00:00,Block_A,24.14,Weekday,16
2025-03-11 17:00:00,Block_A,23.23,Weekday,17
2025-03-11 18:00:00,Block_A,27.99,Weekday,18
2025-03-11 19:00:00,Block_A,31.5,Weekday,19
2025-03-11 20:00:00,Block_A,32.9,Weekday,20
2025-03-11 21:00:00,Block_A,31.64,Weekday,21
2025-03-11 22:00:00,Block_A,33.98,Weekday,22
2025-03-11 23:00:00,Block_A,22.56,Weekday,23
2025-03-12 00:00:00,Block_A,19.42,Weekday,0
2025-03-12 01:00:00,Block_A,21.31,Weekday,1
2025-03-12 02:00:00,Block_A,21.08,Weekday,2
2025-03-12 03:00:00,Block_A,23.05,Weekday,3
2025-03-12 04:00:00,Block_A,22.09,Weekday,4
2025-03-12 05:00:00,Block_A,21.38,Weekday,5
2025-03-12 06:00:00,Block_A,29.03,Weekday,6
2025-03-12 07:00:00,Block_A,31.78,Weekday,7
2025-03-12 08:00:00,Block_A,24.35,Weekday,8
2025-03-12 09:00:00,Block_A,30.73,Weekday,9
2025-03-12 10:00:00,Block_A,25.9,Weekday,10
2025-03-12 11:00:00,Block_A,21.28,Weekday,11
2025-03-12 12:00:00,Block_A,23.95,Weekday,12
2025-03-12 13:00:00,Block_A,22.18,Weekday,13
2025-03-12 14:00:00,Block_A,20.83,Weekday,14
2025-03-12 15:00:00,Block_A,23.95,Weekday,15
2025-03-12 16:00:00,Block_A,22.74,Weekday,16
2025-03-12 17:00:00,Block_A,21.87,Weekday,17
2025-03-12 18:00:00,Block_A,33.7,Weekday,18
2025-03-12 19:00:00,Block_A,34.4,Weekday,19
2025-03-12 20:00:00,Block_A,32.73,Weekday,20
2025-03-12 21:00:00,Block_A,29.12,Weekday,21
2025-03-12 22:00:00,Block_A,32.27,Weekday,22
2025-03-12 23:00:00,Block_A,22.21,Weekday,23
2025-03-13 00:00:00,Block_A,23.18,Weekday,0
2025-03-13 01:00:00,Block_A,21.35,Weekday,1
2025-03-13 02:00:00,Block_A,22.59,Weekday,2
2025-03-13 03:00:00,Block_A,23.41,Weekday,3
2025-03-13 04:00:00,Block_A,21.48,Weekday,4
2025-03-13 05:00:00,Block_A,22.62,Weekday,5
2025-03-13 06:00:00,Block_A,26.37,Weekday,6
2025-03-13 07:00:00,Block_A,24.62,Weekday,7
2025-03-13 08:00:00,Block_A,26.49,Weekday,8
2025-03-13 09:00:00,Block_A,31.72,Weekday,9
2025-03-13 10:00:00,Block_A,28.71,Weekday,10
2025-03-13 11:00:00,Block_A,22.15,Weekday,11
2025-03-13 12:00:00,Block_A,23.11,Weekday,12
2025-03-13 13:00:00,Block_A,23.95,Weekday,13
2025-03-13 14:00:00,Block_A,23.7,Weekday,14
2025-03-13 15:00:00,Block_A,23.63,Weekday,15
2025-03-13 16:00:00,Block_A,21.99,Weekday,16
2025-03-13 17:00:00,Block_A,22.27,Weekday,17
2025-03-13 18:00:00,Block_A,27.98,Weekday,18
2025-03-13 19:00:00,Block_A,32.3,Weekday,19
2025-03-13 20:00:00,Block_A,31.85,Weekday,20
2025-03-13 21:00:00,Block_A,32.93,Weekday,21
2025-03-13 22:00:00,Block_A,32.34,Weekday,22
2025-03-13 23:00:00,Block_A,21.92,Weekday,23
2025-03-14 00:00:00,Block_A,22.17,Weekday,0
2025-03-14 01:00:00,Block_A,22.14,Weekday,1
2025-03-14 02:00:00,Block_A,22.81,Weekday,2
2025-03-14 03:00:00,Block_A,22.64,Weekday,3
2025-03-14 04:00:00,Block_A,21.57,Weekday,4
2025-03-14 05:00:00,Block_A,22.73,Weekday,5
2025-03-14 06:00:00,Block_A,26.36,Weekday,6
2025-03-14 07:00:00,Block_A,25.95,Weekday,7
2025-03-14 08:00:00,Block_A,28.03,Weekday,8
2025-03-14 09:00:00,Block_A,27.23,Weekday,9
2025-03-14 10:00:00,Block_A,28.05,Weekday,10
2025-03-14 11:00:00,Block_A,23.47,Weekday,11
2025-03-14 12:00:00,Block_A,20.67,Weekday,12
2025-03-14 13:00:00,Block_A,24.22,Weekday,13
2025-03-14 14:00:00,Block_A,22.16,Weekday,14
2025-03-14 15:00:00,Block_A,24.02,Weekday,15
2025-03-14 16:00:00,Block_A,23.95,Weekday,16
2025-03-14 17:00:00,Block_A,21.27,Weekday,17
2025-03-14 18:00:00,Block_A,33.78,Weekday,18
2025-03-14 19:00:00,Block_A,30.45,Weekday,19
2025-03-14 20:00:00,Block_A,29.38,Weekday,20
2025-03-14 21:00:00,Block_A,29.85,Weekday,21
2025-03-14 22:00:00,Block_A,34.13,Weekday,22
2025-03-14 23:00:00,Block_A,22.79,Weekday,23
2025-03-15 00:00:00,Block_A,24.16,Weekend,0
2025-03-15 01:00:00,Block_A,22.63,Weekend,1
2025-03-15 02:00:00,Block_A,21.99,Weekend,2
2025-03-15 03:00:00,Block_A,20.74,Weekend,3
2025-03-15 04:00:00,Block_A,22.83,Weekend,4
2025-03-15 05:00:00,Block_A,22.45,Weekend,5
2025-03-15 06:00:00,Block_A,28.86,Weekend,6
2025-03-15 07:00:00,Block_A,27.54,Weekend,7
2025-03-15 08:00:00,Block_A,26.79,Weekend,8
2025-03-15 09:00:00,Block_A,27.5,Weekend,9
2025-03-15 10:00:00,Block_A,25.69,Weekend,10
2025-03-15 11:00:00,Block_A,22.73,Weekend,11
2025-03-15 12:00:00,Block_A,21.86,Weekend,12
2025-03-15 13:00:00,Block_A,21.58,Weekend,13
2025-03-15 14:00:00,Block_A,22.58,Weekend,14
2025-03-15 15:00:00,Block_A,25.38,Weekend,15
2025-03-15 16:00:00,Block_A,24.01,Weekend,16
2025-03-15 17:00:00,Block_A,22.99,Weekend,17
2025-03-15 18:00:00,Block_A,32.66,Weekend,18
2025-03-15 19:00:00,Block_A,33.22,Weekend,19
2025-03-15 20:00:00,Block_A,31.86,Weekend,20
2025-03-15 21:00:00,Block_A,32.23,Weekend,21
2025-03-15 22:00:00,Block_A,26.61,Weekend,22
2025-03-15 23:00:00,Block_A,22.5,Weekend,23
2025-03-16 00:00:00,Block_A,23.08,Weekend,0
2025-03-16 01:00:00,Block_A,21.07,Weekend,1
2025-03-16 02:00:00,Block_A,22.89,Weekend,2
2025-03-16 03:00:00,Block_A,24.97,Weekend,3
2025-03-16 04:00:00,Block_A,23.35,Weekend,4
2025-03-16 05:00:00,Block_A,22.12,Weekend,5
2025-03-16 06:00:00,Block_A,27.01,Weekend,6
2025-03-16 07:00:00,Block_A,26.38,Weekend,7
2025-03-16 08:00:00,Block_A,27.55,Weekend,8
2025-03-16 09:00:00,Block_A,25.47,Weekend,9
2025-03-16 10:00:00,Block_A,23.53,Weekend,10
2025-03-16 11:00:00,Block_A,24.9,Weekend,11
2025-03-16 12:00:00,Block_A,22.22,Weekend,12
2025-03-16 13:00:00,Block_A,21.51,Weekend,13
2025-03-16 14:00:00,Block_A,22.69,Weekend,14
2025-03-16 15:00:00,Block_A,23.49,Weekend,15
2025-03-16 16:00:00,Block_A,25.19,Weekend,16
2025-03-16 17:00:00,Block_A,21.41,Weekend,17
2025-03-16 18:00:00,Block_A,33.55,Weekend,18
2025-03-16 19:00:00,Block_A,31.13,Weekend,19
2025-03-16 20:00:00,Block_A,33.86,Weekend,20
2025-03-16 21:00:00,Block_A,28.75,Weekend,21
2025-03-16 22:00:00,Block_A,29.37,Weekend,22
2025-03-16 23:00:00,Block_A,24.11,Weekend,23
2025-03-17 00:00:00,Block_A,22.08,Weekday,0
2025-03-17 01:00:00,Block_A,21.88,Weekday,1
2025-03-17 02:00:00,Block_A,22.26,Weekday,2
2025-03-17 03:00:00,Block_A,22.05,Weekday,3
2025-03-17 04:00:00,Block_A,22.84,Weekday,4
2025-03-17 05:00:00,Block_A,21.48,Weekday,5
2025-03-17 06:00:00,Block_A,25.07,Weekday,6
2025-03-17 07:00:00,Block_A,29.05,Weekday,7
2025-03-17 08:00:00,Block_A,27.61,Weekday,8
2025-03-17 09:00:00,Block_A,29.56,Weekday,9
2025-03-17 10:00:00,Block_A,25.23,Weekday,10
2025-03-17 11:00:00,Block_A,22.54,Weekday,11
2025-03-17 12:00:00,Block_A,21.76,Weekday,12
2025-03-17 13:00:00,Block_A,22.34,Weekday,13
2025-03-17 14:00:00,Block_A,21.91,Weekday,14
2025-03-17 15:00:00,Block_A,23.26,Weekday,15
2025-03-17 16:00:00,Block_A,22.08,Weekday,16
2025-03-17 17:00:00,Block_A,22.48,Weekday,17
2025-03-17 18:00:00,Block_A,33.06,Weekday,18
2025-03-17 19:00:00,Block_A,32.23,Weekday,19
2025-03-17 20:00:00,Block_A,29.8,Weekday,20
2025-03-17 21:00:00,Block_A,29.74,Weekday,21
2025-03-17 22:00:00,Block_A,28.36,Weekday,22
2025-03-17 23:00:00,Block_A,22.64,Weekday,23
2025-03-18 00:00:00,Block_A,23.28,Weekday,0
2025-03-18 01:00:00,Block_A,19.73,Weekday,1
2025-03-18 02:00:00,Block_A,23.39,Weekday,2
2025-03-18 03:00:00,Block_A,22.17,Weekday,3
2025-03-18 04:00:00,Block_A,24.15,Weekday,4
2025-03-18 05:00:00,Block_A,23.03,Weekday,5
2025-03-18 06:00:00,Block_A,29.09,Weekday,6
2025-03-18 07:00:00,Block_A,27.64,Weekday,7
2025-03-18 08:00:00,Block_A,27.93,Weekday,8
2025-03-18 09:00:00,Block_A,27.63,Weekday,9
2025-03-18 10:00:00,Block_A,25.59,Weekday,10
2025-03-18 11:00:00,Block_A,23.17,Weekday,11
2025-03-18 12:00:00,Block_A,23.61,Weekday,12
2025-03-18 13:00:00,Block_A,20.25,Weekday,13
2025-03-18 14:00:00,Block_A,24.18,Weekday,14
2025-03-18 15:00:00,Block_A,22.49,Weekday,15
2025-03-18 16:00:00,Block_A,24.16,Weekday,16
2025-03-18 17:00:00,Block_A,26.05,Weekday,17
2025-03-18 18:00:00,Block_A,30.68,Weekday,18
2025-03-18 19:00:00,Block_A,33.89,Weekday,19
2025-03-18 20:00:00,Block_A,28.25,Weekday,20
2025-03-18 21:00:00,Block_A,34.49,Weekday,21
2025-03-18 22:00:00,Block_A,31.95,Weekday,22
2025-03-18 23:00:00,Block_A,23.85,Weekday,23
2025-03-19 00:00:00,Block_A,20.52,Weekday,0
2025-03-19 01:00:00,Block_A,22.55,Weekday,1
2025-03-19 02:00:00,Block_A,21.31,Weekday,2
2025-03-19 03:00:00,Block_A,21.95,Weekday,3
2025-03-19 04:00:00,Block_A,22.52,Weekday,4
2025-03-19 05:00:00,Block_A,20.55,Weekday,5
2025-03-19 06:00:00,Block_A,29.58,Weekday,6
2025-03-19 07:00:00,Block_A,26.99,Weekday,7
2025-03-19 08:00:00,Block_A,25.66,Weekday,8
2025-03-19 09:00:00,Block_A,32.1,Weekday,9
2025-03-19 10:00:00,Block_A,26.68,Weekday,10
2025-03-19 11:00:00,Block_A,21.19,Weekday,11
2025-03-19 12:00:00,Block_A,20.99,Weekday,12
2025-03-19 13:00:00,Block_A,20.49,Weekday,13
2025-03-19 14:00:00,Block_A,22.45,Weekday,14
2025-03-19 15:00:00,Block_A,21.8,Weekday,15
2025-03-19 16:00:00,Block_A,21.25,Weekday,16
2025-03-19 17:00:00,Block_A,22.05,Weekday,17
2025-03-19 18:00:00,Block_A,29.69,Weekday,18
2025-03-19 19:00:00,Block_A,30.15,Weekday,19
2025-03-19 20:00:00,Block_A,30.66,Weekday,20
2025-03-19 21:00:00,Block_A,27.8,Weekday,21
2025-03-19 22:00:00,Block_A,31.32,Weekday,22
2025-03-19 23:00:00,Block_A,23.53,Weekday,23
2025-03-20 00:00:00,Block_A,20.1,Weekday,0
2025-03-20 01:00:00,Block_A,21.81,Weekday,1
2025-03-20 02:00:00,Block_A,21.81,Weekday,2
2025-03-20 03:00:00,Block_A,23.68,Weekday,3
2025-03-20 04:00:00,Block_A,21.44,Weekday,4
2025-03-20 05:00:00,Block_A,19.45,Weekday,5
2025-03-20 06:00:00,Block_A,27.7,Weekday,6
2025-03-20 07:00:00,Block_A,28.72,Weekday,7
2025-03-20 08:00:00,Block_A,29.99,Weekday,8
2025-03-20 09:00:00,Block_A,29.2,Weekday,9
2025-03-20 10:00:00,Block_A,24.26,Weekday,10
2025-03-20 11:00:00,Block_A,21.2,Weekday,11
2025-03-20 12:00:00,Block_A,22.18,Weekday,12
2025-03-20 13:00:00,Block_A,23.42,Weekday,13
2025-03-20 14:00:00,Block_A,22.46,Weekday,14
2025-03-20 15:00:00,Block_A,23.2,Weekday,15
2025-03-20 16:00:00,Block_A,22.66,Weekday,16
2025-03-20 17:00:00,Block_A,22.25,Weekday,17
2025-03-20 18:00:00,Block_A,27.91,Weekday,18
2025-03-20 19:00:00,Block_A,29.89,Weekday,19
2025-03-20 20:00:00,Block_A,34.74,Weekday,20
2025-03-20 21:00:00,Block_A,28.49,Weekday,21
2025-03-20 22:00:00,Block_A,32.44,Weekday,22
2025-03-20 23:00:00,Block_A,20.36,Weekday,23
2025-03-21 00:00:00,Block_A,21.44,Weekday,0
2025-03-21 01:00:00,Block_A,22.22,Weekday,1
2025-03-21 02:00:00,Block_A,20.9,Weekday,2
2025-03-21 03:00:00,Block_A,24.19,Weekday,3
2025-03-21 04:00:00,Block_A,22.99,Weekday,4
2025-03-21 05:00:00,Block_A,23.27,Weekday,5
2025-03-21 06:00:00,Block_A,24.2,Weekday,6
2025-03-21 07:00:00,Block_A,26.61,Weekday,7
2025-03-21 08:00:00,Block_A,24.88,Weekday,8
2025-03-21 09:00:00,Block_A,26.7,Weekday,9
2025-03-21 10:00:00,Block_A,25.78,Weekday,10
2025-03-21 11:00:00,Block_A,23.97,Weekday,11
2025-03-21 12:00:00,Block_A,21.95,Weekday,12
2025-03-21 13:00:00,Block_A,23.02,Weekday,13
2025-03-21 14:00:00,Block_A,20.62,Weekday,14
2025-03-21 15:00:00,Block_A,24.66,Weekday,15
2025-03-21 16:00:00,Block_A,24.02,Weekday,16
2025-03-21 17:00:00,Block_A,23.13,Weekday,17
2025-03-21 18:00:00,Block_A,29.95,Weekday,18
2025-03-21 19:00:00,Block_A,27.4,Weekday,19
2025-03-21 20:00:00,Block_A,33.16,Weekday,20
2025-03-21 21:00:00,Block_A,32.03,Weekday,21
2025-03-21 22:00:00,Block_A,35.16,Weekday,22
2025-03-21 23:00:00,Block_A,22.26,Weekday,23
2025-03-22 00:00:00,Block_A,23.93,Weekend,0
2025-03-22 01:00:00,Block_A,22.55,Weekend,1
2025-03-22 02:00:00,Block_A,22.22,Weekend,2
2025-03-22 03:00:00,Block_A,22.23,Weekend,3
2025-03-22 04:00:00,Block_A,22.83,Weekend,4
2025-03-22 05:00:00,Block_A,21.16,Weekend,5
2025-03-22 06:00:00,Block_A,27.47,Weekend,6
2025-03-22 07:00:00,Block_A,29.76,Weekend,7
2025-03-22 08:00:00,Block_A,24.32,Weekend,8
2025-03-22 09:00:00,Block_A,26.84,Weekend,9
2025-03-22 10:00:00,Block_A,29.62,Weekend,10
2025-03-22 11:00:00,Block_A,23.69,Weekend,11
2025-03-22 12:00:00,Block_A,22.12,Weekend,12
2025-03-22 13:00:00,Block_A,23.27,Weekend,13
2025-03-22 14:00:00,Block_A,21.85,Weekend,14
2025-03-22 15:00:00,Block_A,23.14,Weekend,15
2025-03-22 16:00:00,Block_A,22.51,Weekend,16
2025-03-22 17:00:00,Block_A,23.18,Weekend,17
2025-03-22 18:00:00,Block_A,27.19,Weekend,18
2025-03-22 19:00:00,Block_A,30.9,Weekend,19
2025-03-22 20:00:00,Block_A,31.59,Weekend,20
2025-03-22 21:00:00,Block_A,29.26,Weekend,21
2025-03-22 22:00:00,Block_A,31.03,Weekend,22
2025-03-22 23:00:00,Block_A,21.02,Weekend,23
2025-03-23 00:00:00,Block_A,21.02,Weekend,0
